종목코드=기업코드,법인명=종목명=기업명,지정구분,지정업종(목표)/계획업종(할당),업종명,온실가스 배출량(tCO₂eq),에너지 사용량(TJ),시장구분,시가총액,ESG등급,환경,사회,지배구조,비고
,풍정주공,사업장,금속 주조업,,"30,214",558,,,,,,,
,퓨렉스,사업장,반도체,,"16,886",348,,,,,,,
053610,프로텍,,,기계·장비,,,KOSDAQ,,C,C,D,C,
009810,플레이그램,,,유통,,,KOSPI,,D,D,D,D,
237820,플레이디,,,일반서비스,,,KOSDAQ,,B+,B+,B+,B+,
019570,플루토스,,,금융,,,KOSDAQ,,D,D,D,D,
,피앤오케미칼,사업장,석유화학,,"47,914",871,,,,,,,
,피에스엠,사업장,기타 금속 가공제품 제조업,,"9,293",170,,,,,,,
319660,피에스케이,,,기계·장비,,,KOSDAQ,,B,C,B,B,
,피엔디티,사업장,자동차,,"17,142",335,,,,,,,
,피엔알,업체,"해체, 선별 및 원료 재생업",,"138,340","1,976",,,,,,,
137400,피엔티,,,기계·장비,,,KOSDAQ,,D,D,D,C,
,피유코어 주식회사,사업장,석유화학,,"23,768",543,,,,,,,"""에스케이피유코어 주식회사"" 업체명 변경"
128660,피제이메탈,사업장,비철금속,금속,"18,099",327,KOSDAQ,69201399510,,,,,
,피케이엘,사업장,전기전자,,"16,047",330,,,,,,,
,필맥스,사업장,플라스틱 제품 제조업,,"20,861",427,,,,,,,
086790,하나금융지주,,,기타금융,,,KOSPI,,A,A+,A+,A,
299030,하나기술,,,기계·장비,,,KOSDAQ,,C,C,D,B,
067310,하나마이크론,사업장,반도체 제조업,전기·전자,"36,237",754,KOSDAQ,1.70924E+12,C,B+,A,D,
166090,하나머티리얼즈,사업장,반도체,전기·전자,"25,908",540,KOSDAQ,8.52418E+11,B,B,A,C,
800845,하나생명보험,,,,,,,,등급없음,등급없음,등급없음,B,
004940,하나은행,업체,건물,,"65,393",994,,,등급없음,등급없음,등급없음,B+,
293480,하나제약,,,제약,,,KOSPI,,D,D,D,C,
805992,하나증권,,,,,,,,등급없음,등급없음,등급없음,B,
856659,하나카드,,,,,,,,등급없음,등급없음,등급없음,B+,
809337,하나캐피탈,,,,,,,,등급없음,등급없음,등급없음,B,
039130,하나투어,,,일반서비스,,,KOSPI,,A,A,A,A,
,하남시,사업장,폐기물 처리업,,"37,725",496,,,,,,,
136480,하림,사업장,"도축, 육류 가공 및 저장 처리업",음식료·담배,"102,619","2,514",KOSDAQ,3.20222E+11,A,A,A,A,
003380,하림지주,,,금융,,,KOSDAQ,,B+,A,A,B+,
101670,하이드로리튬,,,금속,,,KOSDAQ,,D,D,D,D,
352820,하이브,,,오락·문화,,,KOSPI,,B+,B,A,B+,
071090,하이스틸,,,금속,,,KOSPI,,C,C,C,C,
814270,하이투자증권,,,,,,,,등급없음,등급없음,등급없음,B+,
000080,하이트진로,업체,알코올 음료 제조업,음식료·담배,"110,066","2,154",KOSPI,1.29326E+12,B+,A,A,B,
,하이트진로산업(주),사업장,유리 및 유리제품 제조업,,"30,886",483,,,,,,,
000140,하이트진로홀딩스,,,기타금융,,,KOSPI,,B+,A,A,B,
,하이호경금속 주식회사,사업장,1차 비철금속 제조업,,"30,048",495,,,,,,,
,하이호휠,사업장,자동차 신품 부품 제조업,,"22,577",458,,,,,,,
,학교법인 가톨릭학원,사업장,병원,,"138,419","2,826",,,,,,,
,학교법인 건국대학교,사업장,고등 교육기관,,"75,442","1,526",,,,,,,
,학교법인 경희학원,업체,건물,,"60,644","1,249",,,,,,,
,학교법인 계명대학교,사업장,건물,,"21,117",437,,,,,,,
,학교법인 고려중앙학원,사업장,고등 교육기관,,"111,736","2,302",,,,,,,
,학교법인 성균관대학,사업장,고등 교육기관,,"70,474","1,428",,,,,,,
,학교법인 연세대학교,업체,고등 교육기관,,"203,451","4,207",,,,,,,
,학교법인 영남학원,사업장,건물,,"31,385",645,,,,,,,
,학교법인 이화학당,사업장,고등 교육기관,,"74,582","3,285",,,,,,,
,학교법인 중앙대학교,사업장,건물,,"20,621",425,,,,,,,
,학교법인 포항공과대학교,사업장,고등 교육기관,,"82,127","1,855",,,,,,,
,학교법인 한양학원,사업장,고등 교육기관,,"80,087","3,199",,,,,,,
036460,한국가스공사,업체,연료용 가스 제조 및 배관공급업,전기·가스,"580,251","11,045",KOSPI,3.6279E+12,A,A,A+,A,
,한국거래소,사업장,건물,,"18,445",383,,,,,,,
,한국경남태양유전(주),사업장,전자 부품 제조업,,"91,403","1,799",,,,,,,
005430,한국공항,,,운송·창고,,,KOSPI,,A,A,A,B+,
,한국공항공사,사업장,기타 운송관련 서비스업,,"92,395","1,903",,,,,,,
,한국과학기술연구원,사업장,건물,,"18,403",381,,,,,,,
,한국과학기술원,사업장,고등 교육기관,,"87,144","1,785",,,,,,,
,한국과학기술정보연구원,사업장,건물,,"21,435",447,,,,,,,
071050,한국금융지주,,,기타금융,,,KOSPI,,B+,B+,B+,B+,
,한국기초소재(주),사업장,시멘트,,"14,473",295,,,,,,,
,한국남동발전,업체,전기업,,"30,710,313","372,122",,,,,,,
,한국남부발전 주식회사,업체,전기업,,"24,346,135","321,462",,,,,,,
010040,한국내화,,,비금속,,,KOSPI,,B+,B+,A,B,
,한국넥슬렌유한회사,업체,합성고무 및 플라스틱 물질 제조업,,"87,186","1,750",,,,,,,
,한국니토옵티칼(주),사업장,플라스틱 제품 제조업,,"35,250",662,,,,,,,
025540,한국단자공업,,,전기·전자,,,KOSPI,,C,C,C,C,
,한국도로공사,업체,기타 운송관련 서비스업,,"257,639","5,158",,,,,,,
,한국동서발전 주식회사,업체,전기업,,"25,977,192","319,406",,,,,,,
010100,한국무브넥스,사업장,철강,운송장비·부품,"17,533",364,KOSPI,1.41442E+11,C,B,C,C,
,한국바스프 주식회사,업체,기초 화학물질 제조업,,"679,307","10,140",,,,,,,
,한국방송공사,사업장,건물,,"16,045",336,,,,,,,
,한국보훈복지의료공단,사업장,건물,,"15,104",310,,,,,,,
,한국서부발전,업체,전기업,,"26,963,939","333,061",,,,,,,
004090,한국석유공업,,,비금속,,,KOSPI,,B+,B+,B+,A,
,한국세큐리트(주),사업장,유리,,"27,085",564,,,,,,,
,한국수력원자력,업체,전기업,,"3,681,792","73,864",,,,,,,
,한국수자원공사,업체,수도업,,"802,871","17,454",,,,,,,
002200,한국수출포장공업,업체,"펄프, 종이 및 판지 제조업",종이·목재,"127,017","1,890",KOSPI,,C,C,D,C,
002960,한국쉘석유,,,화학,,,KOSPI,,D,D,D,C,
000110,한국스탠다드차타드은행,,,,,,,,등급없음,등급없음,등급없음,A+,
,한국쓰리엠(주),사업장,플라스틱 제품 제조업,,"45,247",928,,,,,,,
,한국씨엔티(주),사업장,"시멘트, 석회, 플라스터 및 그 외 제품 제조업",,"43,544",852,,,,,,,
016830,한국씨티은행,,,,,,,,등급없음,등급없음,등급없음,B+,
,한국알루미나(주),사업장,석유화학,,"16,483",244,,,,,,,
,한국알스트롬,사업장,"펄프, 종이 및 판지 제조업",,"46,832",615,,,,,,,
,한국알콜산업(주),사업장,기초 화학물질 제조업,,"32,846","1,479",,,,,,,
000240,한국앤컴퍼니,업체,일차전지 및 축전지 제조업,기타금융,"83,256","1,718",KOSPI,2.48256E+12,B,B+,A,C,
,한국야금(주),사업장,기계,,"16,100",332,,,,,,,
,한국엔에스케이(주),사업장,기계,,"19,678",410,,,,,,,
,한국엔지니어링플라스틱,업체,합성고무 및 플라스틱 물질 제조업,,"175,429","3,445",,,,,,,
,한국오웬스코닝(주),사업장,유리 및 유리제품 제조업,,"83,641","1,605",,,,,,,
,한국원자력연구원,사업장,건물,,"22,817",471,,,,,,,
,한국원자력의학원,사업장,건물,,"16,174",332,,,,,,,
,한국유미코아배터리머티리얼즈 유한책임회사,사업장,일차전지 및 축전지 제조업,,"72,926","1,500",,,,,,,
,한국이네오스스티롤루션 주식회사,사업장,합성고무 및 플라스틱 물질 제조업,,"76,298","1,655",,,,,,,
,한국인삼공사 고려인삼창,사업장,식료품 제조업,,"32,542",661,,,,,,,
123890,한국자산신탁,,,기타금융,,,KOSPI,,C,C,D,C,
015760,한국전력공사,업체,전기업,전기·가스,"873,710","8,238",KOSPI,,B,C,D,A,
,한국전자통신연구원,사업장,건물,,"20,310",421,,,,,,,
006200,한국전자홀딩스,,,기타금융,,,KOSPI,,D,C,D,D,
053300,한국정보인증,,,IT 서비스,,,KOSDAQ,,D,D,C,D,
025770,한국정보통신,,,통신,,,KOSDAQ,,C,D,D,B,
,한국제강 주식회사,업체,1차 철강 제조업,,"223,686","4,126",,,,,,,
027970,한국제지,업체,"펄프, 종이 및 판지 제조업",종이·목재,"311,690","6,433",KOSPI,1.52143E+11,C,C,C,C,
023350,한국종합기술,,,일반서비스,,,KOSPI,,B,C,B,B+,
025890,한국주강,,,기계·장비,,,KOSPI,,D,D,D,D,
000970,한국주철관공업,사업장,1차 철강 제조업,금속,"57,389",759,KOSPI,,D,C,D,D,
,한국중부발전,업체,전기업,,"31,166,623","395,111",,,,,,,
,한국지엠 주식회사,업체,자동차용 엔진 및 자동차 제조업,,"238,049","4,844",,,,,,,
,한국지역난방공사,업체,"증기, 냉ㆍ온수 및 공기 조절 공급업",,"5,621,836","114,897",,,,,,,
104700,한국철강,업체,1차 철강 제조업,금속,"305,515","5,516",KOSPI,3.61949E+11,C,C,D,C,
,한국철도공사,업체,철도 운송업,,"1,510,796","30,028",,,,,,,
017960,한국카본,,,금속,,,KOSPI,,C,B+,B+,D,
023760,한국캐피탈,,,금융,,,KOSDAQ,,C,D,D,B,
161890,한국콜마,,,화학,,,KOSPI,,A,A,A+,A,
161390,한국타이어앤테크놀로지,업체,고무제품 제조업,화학,"396,117","8,173",KOSPI,7.22192E+12,C,B+,A,D,
034830,한국토지신탁,,,기타금융,,,KOSPI,,D,D,C,D,
,한국토지주택공사,업체,"증기, 냉ㆍ온수 및 공기 조절 공급업",,"251,252","5,017",,,,,,,
804504,한국투자증권,,,,,,,,등급없음,등급없음,등급없음,C,
833339,한국투자캐피탈,,,,,,,,등급없음,등급없음,등급없음,B,
007280,한국특강,업체,1차 철강 제조업,금속,"349,281","6,239",KOSPI,89699633725,C,C,C,C,
,한국표준과학연구원,사업장,건물,,"22,712",468,,,,,,,
,한국필립모리스(주),사업장,담배제조업,,"14,350",448,,,,,,,
047810,한국항공우주,사업장,"항공기, 우주선 및 부품 제조업",운송장비·부품,"67,159","1,391",KOSPI,,A,A,A,B+,
,한국핵융합에너지연구원,사업장,건물,,"20,157",420,,,,,,,
,한국허치슨터미널(주),사업장,항만,,"19,177",342,,,,,,,
123690,한국화장품,,,유통,,,KOSPI,,D,D,D,D,
003350,한국화장품제조,,,화학,,,KOSPI,,D,D,C,D,
,한국환경개발(주),사업장,폐기물 처리업,,"74,724",479,,,,,,,
030520,한글과컴퓨터,,,IT 서비스,,,KOSDAQ,,D,D,D,C,
,한금,사업장,철강,,"17,179",371,,,,,,,
011500,한농화성,,,화학,,,KOSPI,,D,C,D,D,
002390,한독,,,제약,,,KOSPI,,A,A,A+,B+,
,한라시멘트주식회사,업체,"시멘트, 석회, 플라스터 및 그 외 제품 제조업",,"3,725,709","22,386",,,,,,,
,한맥테코산업㈜,사업장,폐기물 처리업,,"40,340",27,,,,,,,
,한무쇼핑 주식회사,업체,건물,,"64,007","1,346",,,,,,,
053690,한미글로벌,,,일반서비스,,,KOSPI,,B+,A,A,B+,
042700,한미반도체,,,기계·장비,,,KOSPI,,D,D,D,D,
008930,한미사이언스,,,기타금융,,,KOSPI,,B+,B+,A,B+,
128940,한미약품,사업장,의약품 제조업,제약,"71,770","1,429",KOSPI,5.79057E+12,B,A,A+,C,
,한미정밀화학(주),사업장,석유화학,,"14,605",338,,,,,,,
009240,한샘,,,유통,,,KOSPI,,A,B+,A,A,
020000,한섬,,,섬유·의류,,,KOSPI,,A,A,A+,A,
003680,한성기업,,,음식료·담배,,,KOSPI,,C,B,B+,D,
,한성운수(주),사업장,교통(여객),,"15,905",305,,,,,,,
,한세모빌리티 주식회사,사업장,자동차,,"24,600",509,,,,,,,"""이래에이엠에스 주식회사"" 업체명 변경"
105630,한세실업,,,섬유·의류,,,KOSPI,,A,B+,A,A,
069640,한세엠케이,,,유통,,,KOSPI,,B+,B+,B+,B+,
016450,한세예스24홀딩스,,,섬유·의류,,,KOSPI,,A,B+,A,A,
,한세이프에너지(주),사업장,폐기물 처리업,,"47,986",47,,,,,,,
009180,한솔로지스틱스,,,운송·창고,,,KOSPI,,B+,C,B+,A,
114810,한솔아이원스,,,기계·장비,,,KOSDAQ,,B+,B,B+,B+,
070590,한솔인티큐브,,,IT 서비스,,,KOSDAQ,,B+,C,B+,A,
213500,한솔제지,업체,"펄프, 종이 및 판지 제조업",종이·목재,"923,577","16,580",KOSPI,1.97783E+11,A,A,A+,A,
014680,한솔케미칼,사업장,기초 화학물질 제조업,화학,"133,544","2,813",KOSPI,2.57876E+12,A,B+,A,A,
004710,한솔테크닉스,,,전기·전자,,,KOSPI,,B+,B+,B+,B+,
,한솔페이퍼텍주식회사,사업장,"펄프, 종이 및 판지 제조업",,"125,098","1,135",,,,,,,
010420,한솔피엔에스,,,,,,,,B+,B,B,A,
004150,한솔홀딩스,,,기타금융,,,KOSPI,,A,B+,A,A,
025750,한솔홈데코,사업장,나무제품 제조업,종이·목재,"63,294","1,804",KOSPI,51319999913,B+,B+,B,B+,
004960,한신공영,,,건설,,,KOSPI,,D,C,C,D,
011700,한신기계공업,,,기계·장비,,,KOSPI,,C,C,C,C,
,한양에스앤씨,사업장,자동차,,"19,575",347,,,,,,,
001750,한양증권,,,증권,,,KOSPI,,C,D,C,C,
018880,한온시스템,사업장,자동차 신품 부품 제조업,기계·장비,"61,700","1,303",KOSPI,2.01253E+12,B+,A,A+,B,
009420,한올바이오파마,,,제약,,,KOSPI,,C,D,D,B+,
,한융금속(주),사업장,비철금속,,"17,433",280,,,,,,,
014130,한익스프레스,사업장,도로 화물 운송업,운송·창고,"23,918",400,KOSPI,36540000000,D,C,D,D,
,한일고속,사업장,육상 여객 운송업,,"70,972",973,,,,,,,
300720,한일시멘트,업체,"시멘트, 석회, 플라스터 및 그 외 제품 제조업",비금속,"3,668,271","24,489",KOSPI,1.32161E+12,A,A,A+,B+,
,한일제관(주),사업장,기타 금속 가공제품 제조업,,"57,100","1,156",,,,,,,
002220,한일철강,,,금속,,,KOSPI,,D,D,D,D,
,한일캔 주식회사,사업장,기계,,"23,393",454,,,,,,,
006390,한일현대시멘트,업체,"시멘트, 석회, 플라스터 및 그 외 제품 제조업",,"3,124,044","21,319",,,A,A,A,B+,
003300,한일홀딩스,,,비금속,,,KOSPI,,A,A,A+,B+,
051600,한전KPS,,,건설,,,KOSPI,,A,A+,A,B+,
052690,한전기술,,,일반서비스,,,KOSPI,,A,A,A+,B+,
130660,한전산업,,,일반서비스,,,KOSPI,,C,C,C,C,
,한전원자력연료 주식회사,사업장,석유화학,,"22,208",459,,,,,,,
,한주,업체,"증기, 냉ㆍ온수 및 공기 조절 공급업",,"1,049,220","12,857",,,,,,,
198940,한주라이트메탈 주식회사,사업장,비철금속,금속,"20,272",415,KOSDAQ,25027474854,,,,,
002320,한진,업체,도로 화물 운송업,운송·창고,"102,568","1,644",KOSPI,3.00282E+11,A,A,A,A,
,한진부산컨테이너터미널,사업장,기타 운송관련 서비스업,,"32,876",657,,,,,,,
003480,한진중공업홀딩스,,,전기·가스,,,KOSPI,,C,D,C,B+,
180640,한진칼,,,기타금융,,,KOSPI,,A,B+,A,A,
005110,한창,,,유통,,,KOSPI,,D,D,D,D,
009460,한창제지,업체,"펄프, 종이 및 판지 제조업",종이·목재,"193,116","2,442",KOSPI,31623767580,C,C,D,C,
372910,한컴라이프케어,,,의료·정밀기기,,,KOSPI,,D,C,C,D,
000880,한화,업체,기타 화학제품 제조업,화학,"64,772","1,213",KOSPI,6.11663E+12,B+,A,B+,B+,
088350,한화생명,,,보험,,,KOSPI,,A,A,A+,B+,
000370,한화손해보험,,,보험,,,KOSPI,,A,A,A+,B+,
009830,한화솔루션,업체,기초 화학물질 제조업,화학,"2,501,207","48,748",KOSPI,4.60672E+12,B+,A,A+,B,
272210,한화시스템,,,전기·전자,,,KOSPI,,A,A,A+,A,
,한화에너지주식회사,업체,"증기, 냉ㆍ온수 및 공기 조절 공급업",,"5,014,682","56,941",,,,,,,
012450,한화에어로스페이스,사업장,무기 및 총포탄 제조업,운송장비·부품,"114,383","2,230",KOSPI,4.85212E+13,A,A,A+,B+,
082740,한화엔진,사업장,일반 목적용 기계 제조업,기계·장비,"42,358",762,KOSPI,3.58405E+12,B+,B+,A,B+,
042660,한화오션,업체,선박 및 보트 건조업,운송장비·부품,"455,320","8,160",KOSPI,3.48086E+13,B+,A,B,B,
,한화오션에코텍(주),사업장,조선,,"20,912",321,,,,,,,
,한화임팩트 주식회사,업체,기초 화학물질 제조업,,"516,587","8,982",,,,,,,
,한화첨단소재,사업장,석유화학,,"41,748",858,,,,,,,
,한화토탈에너지스 주식회사,업체,기초 화학물질 제조업,,"4,679,895","106,381",,,,,,,
003530,한화투자증권,,,증권,,,KOSPI,,A,A,A+,B+,
,한화호텔앤드리조트 주식회사,업체,건물,,"51,889","1,035",,,,,,,
,한황산업주식회사,사업장,자동차 신품 부품 제조업,,"40,082",747,,,,,,,
195870,해성디에스,사업장,반도체 제조업,전기·전자,"66,233","1,450",KOSPI,9.469E+11,A,A,A+,B+,
,해태에이치티비(주),사업장,음료제조업,,"16,119",474,,,,,,,
101530,해태제과식품,,,음식료·담배,,,KOSPI,,D,D,C,D,
,핸즈식스주식회사,사업장,자동차 신품 부품 제조업,,"67,612","1,384",,,,,,,
143210,핸즈코퍼레이션,사업장,자동차 신품 부품 제조업,운송장비·부품,"59,826","1,214",KOSPI,29401003968,D,C,D,D,
000720,현대건설,업체,건설,건설,"86,306","1,701",KOSPI,7.80604E+12,A,A,A,B+,
086280,현대글로비스,사업장,도로 화물 운송업,운송·창고,"79,527","1,209",KOSPI,1.3545E+13,A,A,A+,A,
064350,현대로템,사업장,기계,운송장비·부품,"18,977",382,KOSPI,2.05078E+13,A+,A+,A+,A,
079430,현대리바트,,,기타제조,,,KOSPI,,A,A,A+,A,
012330,현대모비스,업체,자동차 신품 부품 제조업,운송장비·부품,"105,334","2,172",KOSPI,3.38433E+13,A,A+,A+,B+,
048410,현대바이오,,,화학,,,KOSDAQ,,D,D,D,D,
052260,현대바이오랜드,,,화학,,,KOSDAQ,,A,A,A+,A,
069960,현대백화점,업체,종합 소매업,유통,"162,990","3,416",KOSPI,2.00491E+12,A+,A+,A+,A,
004560,현대비앤지스틸,사업장,1차 철강 제조업,금속,"72,957","1,494",KOSPI,1.64962E+11,B+,B+,A,B,
016790,현대사료,,,음식료·담배,,,KOSDAQ,,D,D,D,D,
,현대석회(주),사업장,"시멘트, 석회, 플라스터 및 그 외 제품 제조업",,"86,857",245,,,,,,,
,현대성우쏠라이트 주식회사,사업장,일차전지 및 축전지 제조업,,"40,368",832,,,,,,,
,현대성우캐스팅 주식회사,업체,자동차 신품 부품 제조업,,"194,644","3,784",,,,,,,
,현대스틸파이프 주식회사,사업장,1차 철강 제조업,,"38,043",781,,,,,,,
,현대아이에프씨 주식회사,업체,1차 철강 제조업,,"230,030","4,250",,,,,,,
004310,현대약품,,,제약,,,KOSPI,,C,C,C,C,
041440,현대에버다임,,,기계·장비,,,KOSDAQ,,A,B+,A,A,
,현대엔지니어링(주),사업장,건설,,"33,148",672,,,,,,,
017800,현대엘리베이터,,,기계·장비,,,KOSPI,,A,A,A+,B+,
,현대엘앤씨,사업장,플라스틱 제품 제조업,,"38,430",785,,,,,,,
307950,현대오토에버,사업장,통신,IT 서비스,"20,562",429,KOSPI,9.10476E+12,A,A,A+,A,
011210,현대위아,업체,자동차 신품 부품 제조업,운송장비·부품,"98,202","2,036",KOSPI,2.05867E+12,A+,A+,A+,A,
090850,현대이지웰,,,IT 서비스,,,KOSDAQ,,A+,A+,A+,A+,
005380,현대자동차,업체,자동차용 엔진 및 자동차 제조업,운송장비·부품,"1,526,375","31,463",KOSPI,,A,A+,B+,A,
004020,현대제철,업체,1차 철강 제조업,금속,"28,817,883","159,662",KOSPI,4.14349E+12,A,A,A,B+,
,현대종합금속(주),사업장,기계,,"18,437",378,,,,,,,
,현대종합특수강 주식회사,사업장,1차 철강 제조업,,"46,692",940,,,,,,,
005440,현대지에프홀딩스,,,기타금융,,,KOSPI,,A,A+,A+,A,
001500,현대차증권,,,증권,,,KOSPI,,B+,A,A,B+,
815419,현대카드,,,,,,,,등급없음,등급없음,등급없음,A,
836248,현대캐피탈,,,,,,,,등급없음,등급없음,등급없음,A,
888975,현대커머셜,,,,,,,,등급없음,등급없음,등급없음,A,
,현대케피코,사업장,자동차 신품 부품 제조업,,"24,930",515,,,,,,,
011760,현대코퍼레이션,,,유통,,,KOSPI,,B+,B+,B+,B+,
227840,현대코퍼레이션홀딩스,,,유통,,,KOSPI,,B+,B,B+,B+,
,현대트랜시스 주식회사,업체,자동차 신품 부품 제조업,,"190,651","3,948",,,,,,,
126560,현대퓨처넷,,,통신,,,KOSPI,,A,A+,A+,A,
001450,현대해상,,,보험,,,KOSPI,,A,A,A+,A,
057050,현대홈쇼핑,,,유통,,,KOSPI,,A+,A,A+,A+,
092300,현우산업(주),사업장,전기전자,전기·전자,"15,014",313,KOSDAQ,60758665600,,,,,
093240,형지엘리트,,,섬유·의류,,,KOSPI,,D,D,D,D,
003010,혜인,,,유통,,,KOSPI,,D,D,D,D,
,호남고속,사업장,교통(여객),,"20,755",317,,,,,,,
,호스트웨이아이디씨(주),사업장,통신,,"16,431",343,,,,,,,
111110,호전실업,,,섬유·의류,,,KOSPI,,C,D,D,B+,
,호텔롯데,업체,일반 및 생활 숙박시설 운영업,,"156,449","3,192",,,,,,,
008770,호텔신라,사업장,건물,유통,"21,716",443,KOSPI,1.75047E+12,A,B+,A,A,
,홈플러스 주식회사,업체,종합 소매업,,"385,477","7,858",,,,,,,
,홍덕산업(주),사업장,1차 철강 제조업,,"61,488","1,374",,,,,,,
,홍원제지(주),사업장,"펄프, 종이 및 판지 제조업",,"92,212","1,289",,,,,,,
,홍천군,사업장,폐기물,,"16,140",86,,,,,,,
,화성시,사업장,폐기물 처리업,,"135,511","1,207",,,,,,,
,화성여객,사업장,교통(여객),,"25,348",406,,,,,,,
378850,화승알앤에이,사업장,석유화학,운송장비·부품,"20,734",426,KOSPI,62109147210,B+,B+,B+,B+,
241590,화승엔터프라이즈,,,섬유·의류,,,KOSPI,,B+,B+,A,B+,
006060,화승인더스트리,,,유통,,,KOSPI,,B+,B+,A,B+,
,화승케미칼,사업장,플라스틱 제품 제조업,,"25,483",522,,,,,,,
013520,화승코퍼레이션,,,운송장비·부품,,,KOSPI,,B+,B+,B+,B+,
010690,화신,,,운송장비·부품,,,KOSPI,,B+,B+,A,B,
,화영운수(주),사업장,교통(여객),,"16,404",280,,,,,,,
133820,화인베스틸,사업장,철강,금속,"18,934",346,KOSPI,60979126786,D,C,D,D,
,화천군,사업장,폐기물,,"18,363",34,,,,,,,
010660,화천기계,,,기계·장비,,,KOSPI,,C,D,C,C,
000850,화천기공,,,기계·장비,,,KOSPI,,C,D,C,C,
,환영철강공업,업체,1차 철강 제조업,,"223,712","4,076",,,,,,,
016580,환인제약,,,제약,,,KOSPI,,C,D,C,B+,
032560,황금에스티,,,금속,,,KOSPI,,C,D,D,B+,
004800,효성,사업장,기타 섬유제품 제조업,기타금융,"29,477",602,KOSPI,1.92012E+12,A,A,A+,B+,
094280,효성 ITX,,,일반서비스,,,KOSPI,,A,A,A+,A,
,효성네오켐 주식회사,사업장,기초 화학물질 제조업,,"89,671","1,889",,,,,,,
298040,효성중공업,사업장,"전동기, 발전기 및 전기 변환ㆍ공급ㆍ제어 장치 제조업",전기·전자,"52,593","1,093",KOSPI,1.6607E+13,B+,A,A+,B,
298020,효성티앤씨,업체,화학섬유 제조업,화학,"244,092","5,436",KOSPI,9.62909E+11,B+,A,A+,B,
298000,효성화학,업체,기초 화학물질 제조업,화학,"675,406","14,550",KOSPI,1.47501E+11,A,A,A+,B+,
093370,후성,업체,기초 화학물질 제조업,화학,"218,395",775,KOSPI,8.07633E+11,B,B+,A,C,
,휘닉스중앙 주식회사,사업장,건물,,"20,879",417,,,,,,,
005870,휴니드테크놀러지스,,,전기·전자,,,KOSPI,,C,C,D,C,
079980,휴비스,업체,화학섬유 제조업,화학,"398,301","5,846",KOSPI,92115000000,B+,B+,A,B+,
005010,휴스틸,사업장,1차 철강 제조업,금속,"30,450",620,KOSPI,2.25033E+11,C,C,C,C,
243070,휴온스,,,제약,,,KOSDAQ,,A,A,A,B+,
145020,휴젤,,,제약,,,KOSDAQ,,C,C,C,B,
818586,흥국생명보험,,,,,,,,등급없음,등급없음,등급없음,B,
000540,흥국화재,,,보험,,,KOSPI,,B+,C,B+,B+,
003280,흥아해운,,,운송·창고,,,KOSPI,,B,B,B+,B,
,희성촉매(주),사업장,석유화학,,"23,978",488,,,,,,,
